Arrondissement,Area
1,0.667033082077052
2,0.665931699312891
6,0.656528404735542
10,0.6554848031506131
3,0.6529219702573783
8,0.6512001632528122
9,0.6489772092787168
4,0.6424635869703849
7,0.6376988032948246
5,0.6118471143596771
17,0.607959978692954
11,0.6072910189894707
15,0.5911804015310105
14,0.5849195472311051
18,0.5822588394167219
13,0.5803681708204321
12,0.5760071836847467
16,0.5673688848966586
19,0.5612310105440497
20,0.5370141304814672
